"station_id","x","y","dt_placement","culex.spp","region","dt_placement_original","year","month","indices_image_date","indices_lat","indices_lon","ndvi","ndmi","ndwi","ndbi","ndvi_mean","ndmi_mean","ndwi_mean","ndbi_mean","ndvi_std","ndmi_std","ndwi_std","ndbi_std","lst_image_date","lst_lat","lst_lon","lst_day","lst_night","monthly_lst_lat","monthly_lst_lon","lst_jan_day_mean","lst_jan_night_mean","lst_feb_day_mean","lst_feb_night_mean","lst_mar_day_mean","lst_mar_night_mean","lst_apr_day_mean","lst_apr_night_mean","indices_image_date","indices_lat","indices_lon","acc_rainfall_jan","dt_placement_minus_7","dt_placement_minus_14","dt_placement_minus_7_avail","dt_placement_minus_14_avail","acc_rainfall_1week","acc_rainfall_2week"
"SB07 Meißenheim",7.757027,48.408606,2023-04-10,0,"Germany",2023-04-25,2023,4,2023-04-09,48.4079648729949,7.75919826658304,0.657089898053753,0.265094339622641,-0.542709232096635,-0.265094339622641,0.53594555214022,0.151916052638195,-0.456617933954658,-0.151916052638195,0.102510218030357,0.115647647447165,0.0962095604887083,0.115647647447165,2023-04-10,48.4079648729949,7.75919826658304,14405,13916,48.4079648729949,7.75919826658304,13720,13507.8333333333,13919.9090909091,13537.6666666667,14130.9,13736.2857142857,14308.4444444444,13665.4,2023-04-10,48.4502216239556,7.75003545068434,93.8428208939877,2023-04-03,2023-03-27,2023-04-03,2023-03-27,0,22.8581074862741
"SB08 Ottenheim",7.7384,48.381404,2023-04-10,0,"Germany",2023-04-25,2023,4,2023-04-09,48.3810154144714,7.73674038448005,0.501506672406371,0.103448275862069,-0.390195296931048,-0.103448275862069,0.390350963514223,0.122732333693175,-0.256557944628257,-0.122732333693175,0.163428174227203,0.100408804729827,0.215155334661088,0.100408804729827,2023-04-10,48.3810154144714,7.73674038448005,14283,13978,48.3810154144714,7.73674038448005,13796.1428571429,13518.3333333333,13894.0909090909,13634.9285714286,14128.75,13823,14261.375,13757.1,2023-04-10,48.3502211665275,7.75003545068434,95.4426424999147,2023-04-03,2023-03-27,2023-04-03,2023-03-27,0,34.0759615348652
"SB09 Nonnenweier",7.748795,48.359666,2023-04-09,0,"Germany",2023-04-24,2023,4,2023-04-09,48.3585575323684,7.75021511374185,0.537270087124879,0.143268538516919,-0.461798097575944,-0.143268538516919,0.483151725596516,0.115107618726941,-0.42953309069616,-0.115107618726941,0.0499449200094732,0.0336950429888201,0.0265497802214931,0.0336950429888201,2023-04-09,48.3585575323684,7.75021511374185,14286,13941,48.3585575323684,7.75021511374185,13829.3333333333,13377.4285714286,13896.4545454545,13593.4615384615,14082.4,13814,14215.1428571429,13757.5555555556,2023-04-09,48.3502211665275,7.75003545068434,95.4426424999147,2023-04-02,2023-03-26,2023-04-02,2023-03-26,0,34.0759615348652
"SB10 Schuttern",7.867669,48.400243,2023-04-10,0,"Germany",2023-04-25,2023,4,2023-04-09,48.3989817201537,7.8669961006774,0.601986960571251,0.195828505214368,-0.514084507042254,-0.195828505214368,0.531245684625601,0.248098102144121,-0.409600945750852,-0.248098102144121,0.148780397131074,0.070692442792361,0.228019096392686,0.070692442792361,2023-04-10,48.3989817201537,7.8669961006774,14332,13997,48.3989817201537,7.8669961006774,13773.5,13650.5,13960.3,13582.9166666667,14243.8333333333,13737.6,14394.4,13782.1428571429,2023-04-10,48.4502216239556,7.85003590811252,112.938032238104,2023-04-03,2023-03-27,2023-04-03,2023-03-27,0,35.4053823297436
"SB11 Kappel",7.740874,48.316083,2023-04-09,0,"Germany",2023-04-24,2023,4,2023-04-09,48.318133344583,7.74123196090065,0.450192389910218,0.0357251908396946,-0.374392220421394,-0.0357251908396946,0.409929108504585,0.0903524534108893,-0.299045865336191,-0.0903524534108893,0.134777688123538,0.0655794001545604,0.159855548724923,0.0655794001545604,2023-04-09,48.318133344583,7.74123196090065,14442,13917,48.318133344583,7.74123196090065,13824.2,13413.5,13930.8,13549.3529411765,14123.3,13689,14261.4444444444,13831,2023-04-09,48.3502211665275,7.75003545068434,95.4426424999147,2023-04-02,2023-03-26,2023-04-02,2023-03-26,0,34.0759615348652
"SB12 Rust",7.722423,48.272803,2023-04-09,0,"Germany",2023-04-24,2023,4,2023-04-09,48.273217580377,7.72326565521826,0.486127864897467,0.112582781456954,-0.390519187358916,-0.112582781456954,0.469727863010694,0.141332815277686,-0.403365634891363,-0.141332815277686,0.115094196304537,0.0960373064418407,0.0919259193604613,0.0960373064418407,2023-04-09,48.273217580377,7.72326565521826,14541,13894,48.273217580377,7.72326565521826,13816.5714285714,13178.5,13906.0909090909,13542.3333333333,14193.625,13667,14405,13735.7777777778,2023-04-09,48.2502207090993,7.75003545068434,99.4115714265208,2023-04-02,2023-03-26,2023-04-02,2023-03-26,0.000339306949172169,63.0058881732402
"SB13 Niederhausen",7.692928,48.247767,2023-04-09,0,"Germany",2023-04-24,2023,4,2023-04-09,48.2462681218534,7.69182462027407,0.453427895981087,0.0287817938420348,-0.348837209302326,-0.0287817938420348,0.46979501418392,0.039758334509547,-0.375428023904578,-0.039758334509547,0.0296044672116228,0.0370640444972909,0.0238406260840646,0.0370640444972909,2023-04-09,48.2462681218534,7.69182462027407,14411,13955,48.2462681218534,7.69182462027407,13870.5,13310,13914.5384615385,13596.5714285714,14132.5714285714,13719.8,14263.8571428571,13798.8,2023-04-09,48.2502207090993,7.65003499325615,99.3631425058666,2023-04-02,2023-03-26,2023-04-02,2023-03-26,0.003569963038899,67.9855307835387
"SB14 Oberhausen",7.695708,48.219534,2023-04-09,0,"Germany",2023-04-24,2023,4,2023-04-09,48.2193186633298,7.69631619669467,0.533596837944664,0.112704330369946,-0.437569470174138,-0.112704330369946,0.526798831896449,0.123496564222118,-0.448808079487398,-0.123496564222118,0.0510656232081304,0.0760398929518108,0.04283865375129,0.0760398929518108,2023-04-09,48.2193186633298,7.69631619669467,14422,13867,48.2193186633298,7.69631619669467,13912.8,13229.5,13897.0769230769,13547.1666666667,14127.7142857143,13632.625,14248.125,13775.75,2023-04-09,48.2502207090993,7.65003499325615,99.3631425058666,2023-04-02,2023-03-26,2023-04-02,2023-03-26,0.003569963038899,67.9855307835387
"SB15 Weisweil",7.658595,48.20418,2023-04-09,1,"Germany",2023-04-24,2023,4,2023-04-09,48.205843934068,7.66038358532989,0.433997220935618,0.034413631807551,-0.344917463075586,-0.034413631807551,0.472282177002526,0.0593279436295748,-0.384522230249257,-0.0593279436295748,0.0333994440187412,0.0388436311081073,0.049613060305318,0.0388436311081073,2023-04-09,48.205843934068,7.66038358532989,14413,13933,48.205843934068,7.66038358532989,13862,13277.1666666667,13888.75,13618.6923076923,14069.6666666667,13605.6666666667,14221.5714285714,13860.5714285714,2023-04-09,48.2502207090993,7.65003499325615,99.3631425058666,2023-04-02,2023-03-26,2023-04-02,2023-03-26,0.003569963038899,67.9855307835387
"SB16 Burkheim",7.582356,48.103378,2023-04-09,0,"Germany",2023-04-24,2023,4,2023-04-09,48.1025376763943,7.58402678617972,0.469018932874355,0.0705550329256821,-0.377168212989109,-0.0705550329256821,0.361696380518341,0.090069359722074,-0.248449089548978,-0.090069359722074,0.174741808167488,0.0289384026049873,0.215430131155579,0.0289384026049873,2023-04-09,48.1025376763943,7.58402678617972,14458,13956,48.1025376763943,7.58402678617972,13909.4,13724.6666666667,13922.3333333333,13670.6363636364,14173.6666666667,13829.5,14361.1666666667,13858,2023-04-09,48.1502202516711,7.55003453582797,46.7883646744085,2023-04-02,2023-03-26,2023-04-02,2023-03-26,0.208922985941172,22.7918554712087
"SB17 Bötzingen",7.710277,48.059292,2023-04-09,0,"Germany",2023-04-24,2023,4,2023-04-09,48.0576219121883,7.70979092595647,0.561940298507463,0.0884035361414457,-0.46108202443281,-0.0884035361414457,0.559166107941223,0.130282374395647,-0.476675472785659,-0.130282374395647,0.0642344983679439,0.0477052167976749,0.0374523177128603,0.0477052167976749,2023-04-09,48.0576219121883,7.70979092595647,14695,13856,48.0576219121883,7.70979092595647,13907.4,13209,13966.2222222222,13542.8181818182,14267,13695,14534.6,13759.6,2023-04-09,48.0502197942429,7.75003545068434,76.9225149496961,2023-04-02,2023-03-26,2023-04-02,2023-03-26,0.0779899035114795,19.4611838172423
"SB18 Gottenheim",7.739779,48.057447,2023-04-09,1,"Germany",2023-04-24,2023,4,2023-04-09,48.0576219121883,7.74123196090065,0.531654676258993,0.0815341630683261,-0.450272479564033,-0.0815341630683261,0.484900746801987,0.0844293860676224,-0.429071068746932,-0.0844293860676224,0.118655563243356,0.0730691155552994,0.0697359306397843,0.0730691155552994,2023-04-09,48.0576219121883,7.74123196090065,14635,13865,48.0576219121883,7.74123196090065,13908.5,13275.3333333333,13931.3333333333,13571.1,14298.3333333333,13736.6666666667,14465.8333333333,13749,2023-04-09,48.0502197942429,7.75003545068434,76.9225149496961,2023-04-02,2023-03-26,2023-04-02,2023-03-26,0.0779899035114795,19.4611838172423
"N01 Lampertheim",8.437625,49.592503,2023-04-12,2,"Germany",2023-04-27,2023,4,2023-04-11,49.5937410480328,8.43742630609334,0.605965012905076,0.191489361702128,-0.515971846237141,-0.191489361702128,0.502297807440178,0.137241989838161,-0.448792572231553,-0.137241989838161,0.0997197685929348,0.0518226393510764,0.0690980051934305,0.0518226393510764,2023-04-12,49.5937410480328,8.43742630609334,14476,13753,49.5937410480328,8.43742630609334,13817.4,13404.7142857143,13977.7142857143,13529.1428571429,14030.25,13573,14392.8888888889,13732.8888888889,2023-04-12,49.5502266556657,8.45003865268163,146.451077798785,2023-04-05,2023-03-29,2023-04-05,2023-03-29,9.41297847870737,44.552590922307
"N03 Gernsheim",8.458288,49.738154,2023-04-12,0,"Germany",2023-04-27,2023,4,2023-04-11,49.7374714934919,8.45988418819633,0.473641524736415,0.0353276353276353,-0.388082505729564,-0.0353276353276353,0.386228489658852,0.0961674421082387,-0.321151921306615,-0.0961674421082387,0.156456480452452,0.102619585655262,0.167639244659421,0.102619585655262,2023-04-12,49.7374714934919,8.45988418819633,14323,13804,49.7374714934919,8.45988418819633,13861,13542.125,13872.8888888889,13578.8666666667,14048.4285714286,13632.7142857143,14378.6666666667,13813,2023-04-12,49.750227570522,8.45003865268163,120.603967533381,2023-04-05,2023-03-29,2023-04-05,2023-03-29,13.0749138295651,31.8884376611095
"N04 Stockstadt",8.461155,49.813561,2023-04-12,0,"Germany",2023-04-27,2023,4,2023-04-11,49.8138282926421,8.45988418819633,0.484984466689679,0.0844466851525082,-0.415131578947368,-0.0844466851525082,0.531177802224695,0.128678652834679,-0.448385275480601,-0.128678652834679,0.092240211074539,0.0849734145748727,0.0739964939084922,0.0849734145748727,2023-04-12,49.8138282926421,8.45988418819633,14461,13812,49.8138282926421,8.45988418819633,13814.5,13480.4,13887.625,13610,14090.7142857143,13846.8,14363.3333333333,13805.1428571429,2023-04-12,49.8502280279502,8.45003865268163,125.593337509752,2023-04-05,2023-03-29,2023-04-05,2023-03-29,11.0020465338603,34.666323617188
"N05 Knoblochsaue",8.41138,49.825157,2023-04-12,0,"Germany",2023-04-27,2023,4,2023-04-11,49.8273030219039,8.41047684756975,0.468651330626973,0.0226130653266331,-0.365199161425577,-0.0226130653266331,0.518467598830347,0.0980758900422588,-0.414592203365945,-0.0980758900422588,0.0764776423659844,0.104520415389434,0.0774054757369674,0.104520415389434,2023-04-12,49.8273030219039,8.41047684756975,14250,13842,49.8273030219039,8.41047684756975,13826.6666666667,13439.25,13860.75,13580.3846153846,14076.5714285714,13640,14301.875,13828.7777777778,2023-04-12,49.8502280279502,8.45003865268163,125.593337509752,2023-04-05,2023-03-29,2023-04-05,2023-03-29,11.0020465338603,34.666323617188
"N06 Wolfskehlen",8.520021,49.863317,2023-04-12,1,"Germany",2023-04-27,2023,4,2023-04-11,49.8632356332687,8.51827468166411,0.648142976822117,0.320653390020139,-0.537780093798854,-0.320653390020139,0.561270636740249,0.19973921448442,-0.475346206571876,-0.19973921448442,0.0802126819757608,0.0927226069770927,0.0677437883607288,0.0927226069770927,2023-04-12,49.8632356332687,8.51827468166411,14365,13828,49.8632356332687,8.51827468166411,13861.8,13512,13937,13587.0833333333,14100.8,13727.7142857143,14268.625,13846.1428571429,2023-04-12,49.8502280279502,8.55003911010982,126.999471004729,2023-04-05,2023-03-29,2023-04-05,2023-03-29,12.1490049473941,32.7931207604415
"N12 Oppenheim",8.363227,49.85911,2023-04-12,0,"Germany",2023-04-27,2023,4,2023-04-11,49.8587440568481,8.36106950694318,0.32051282051282,-0.0293791574279379,-0.286554004408523,0.0293791574279379,0.266983850681797,0.154623777097691,-0.188650549939531,-0.154623777097691,0.206517125580503,0.161062152297046,0.230956970432972,0.161062152297046,2023-04-12,49.8587440568481,8.36106950694318,13982,13744,49.8587440568481,8.36106950694318,13880,13426.3,13939,13623.4375,14070.4,13768,14364.1818181818,13837.3636363636,2023-04-12,49.8502280279502,8.35003819525345,123.682563303984,2023-04-05,2023-03-29,2023-04-05,2023-03-29,11.1160977929831,37.0206901300698
"N13 Eich",8.392527,49.755169,2023-04-12,4,"Germany",2023-04-27,2023,4,2023-04-11,49.7554377991744,8.39251054188736,0.271366679795195,-0.0514252130473112,-0.264890282131661,0.0514252130473112,0.343988501455183,0.0148857367650072,-0.319547698430909,-0.0148857367650072,0.11510095235577,0.104659506563392,0.115411583747337,0.104659506563392,2023-04-12,49.7554377991744,8.39251054188736,14055,13859,49.7554377991744,8.39251054188736,13777.25,13593.875,13910.6666666667,13555.625,14048.1666666667,13621.7,14410.6363636364,13791.5555555556,2023-04-12,49.750227570522,8.35003819525345,119.174068839935,2023-04-05,2023-03-29,2023-04-05,2023-03-29,11.282953500282,28.6464702303056
"N14 Hamm",8.441556,49.731548,2023-04-12,0,"Germany",2023-04-27,2023,4,2023-04-11,49.7329799170714,8.44191788251394,0.553635280095351,0.145430579964851,-0.485046995158075,-0.145430579964851,0.456718672922577,0.160498657323155,-0.387160114871991,-0.160498657323155,0.139284526394744,0.103964149779192,0.149974401737029,0.103964149779192,2023-04-12,49.7329799170714,8.44191788251394,14376,13798,49.7329799170714,8.44191788251394,13775.5,13483.5,13891.125,13547.4,14028,13636.625,14452.3333333333,13822.875,2023-04-12,49.750227570522,8.45003865268163,120.603967533381,2023-04-05,2023-03-29,2023-04-05,2023-03-29,13.0749138295651,31.8884376611095
"N15 Rheindürkheim",8.365435,49.702811,2023-04-12,0,"Germany",2023-04-27,2023,4,2023-04-11,49.7015388821272,8.36556108336377,0.648321408915795,0.26424651751794,-0.535897435897436,-0.26424651751794,0.418535091711408,0.217952817541769,-0.322970711463094,-0.217952817541769,0.228502567833138,0.0745383173388834,0.241453985490958,0.0745383173388834,2023-04-12,49.7015388821272,8.36556108336377,14348,13867,49.7015388821272,8.36556108336377,13772.6,13511.4285714286,13906.875,13586.1538461538,14106.875,13771,14390,13856.25,2023-04-12,49.750227570522,8.35003819525345,119.174068839935,2023-04-05,2023-03-29,2023-04-05,2023-03-29,11.282953500282,28.6464702303056
"N16 Bobenheim-Roxheim",8.381922,49.570168,2023-04-12,7,"Germany",2023-04-27,2023,4,2023-04-11,49.5712831659298,8.38352738904617,0.155704697986577,0.13964262078094,-0.0286738351254481,-0.13964262078094,0.263249618858767,0.113157461747071,-0.180390131981336,-0.113157461747071,0.09124499495903,0.0532482033033865,0.178214216980251,0.0532482033033865,2023-04-12,49.5712831659298,8.38352738904617,14552,13888,49.5712831659298,8.38352738904617,13976.5,13444.5555555556,13960,13532.4,13958.1666666667,13579,14467.75,13788.5714285714,2023-04-12,49.5502266556657,8.35003819525345,73.7790729440749,2023-04-05,2023-03-29,2023-04-05,2023-03-29,7.36995564121753,38.645617706512
"S01 Otterstadt",8.486561,49.37627,2023-04-11,0,"Germany",2023-04-26,2023,4,2023-04-11,49.3781453798441,8.48683364671992,0.402548371873525,-0.0764449968924798,-0.33034914950761,0.0764449968924798,0.427873313449915,-0.0209877290355798,-0.362966967730327,0.0209877290355798,0.0316815571716981,0.0419412911589713,0.0243199880603969,0.0419412911589713,2023-04-11,49.3781453798441,8.48683364671992,14345,13965,49.3781453798441,8.48683364671992,13536.6666666667,13433.8571428571,13869.7,13604.9285714286,14051.8333333333,13717.1428571429,14334.7777777778,13832.4,2023-04-11,49.3502257408093,8.45003865268163,118.236152506564,2023-04-04,2023-03-28,2023-04-04,2023-03-28,5.1242494340986,24.7932414585885
"S02 Speyer",8.472244,49.286018,2023-04-11,0,"Germany",2023-04-26,2023,4,2023-04-11,49.2838222750115,8.47335891745813,0.10790273556231,0.210963455149502,0.0501628664495114,-0.210963455149502,0.286296248178367,0.0912023334696333,-0.197394087949595,-0.0912023334696333,0.19553069391389,0.110378281358889,0.235615153704938,0.110378281358889,2023-04-11,49.2838222750116,8.47335891745813,14405,13921,49.2838222750116,8.47335891745813,13910,13559.625,13920.8888888889,13603.5384615385,14015,13763.4285714286,14363.1428571429,13778.1111111111,2023-04-11,49.2502252833811,8.45003865268163,64.4391011485393,2023-04-04,2023-03-28,2023-04-04,2023-03-28,7.56654463568702,22.5590213508951
"S03 Römerberg",8.423394,49.291796,2023-04-11,0,"Germany",2023-04-26,2023,4,2023-04-11,49.2928054278528,8.42395157683155,0.408555069046817,0.0227439471753485,-0.376110562685094,-0.0227439471753485,0.471884165025197,0.066949776218675,-0.416509675036697,-0.066949776218675,0.117129689357031,0.110392229936598,0.0840884783199048,0.110392229936598,2023-04-11,49.2928054278528,8.42395157683155,14372,13911,49.2928054278528,8.42395157683155,13917,13692.6666666667,13963.4444444444,13608.3636363636,14157,13546.3333333333,14398,13806.5,2023-04-11,49.2502252833811,8.45003865268163,64.4391011485393,2023-04-04,2023-03-28,2023-04-04,2023-03-28,7.56654463568702,22.5590213508951
"S04 Lingenfeld",8.368656,49.258329,2023-04-11,0,"Germany",2023-04-26,2023,4,2023-04-11,49.256872816488,8.37005265978437,0.505409582689335,0.143192488262911,-0.401943145016193,-0.143192488262911,0.318846424210526,0.061098855593527,-0.283404078681532,-0.061098855593527,0.141863267512828,0.0799834758233604,0.0912159427656991,0.0799834758233604,2023-04-11,49.256872816488,8.37005265978437,14360,13942,49.256872816488,8.37005265978437,13921.3333333333,13581.5,13940.8888888889,13598.1666666667,14061.1111111111,13560.4444444444,14316.4545454545,13785,2023-04-11,49.2502252833811,8.35003819525345,58.1301055263666,2023-04-04,2023-03-28,2023-04-04,2023-03-28,5.0938931023702,19.3715871463569
"S05 Sondernheim",8.361245,49.180282,2023-04-11,0,"Germany",2023-04-26,2023,4,2023-04-11,49.1805160173378,8.36106950694318,0.221351250466592,0.015518311607697,-0.193289569657185,-0.015518311607697,0.29842527011034,0.0302779622718843,-0.262478822439059,-0.0302779622718843,0.0781834292143053,0.0335052393416571,0.0729722589389116,0.0335052393416571,2023-04-11,49.1805160173378,8.36106950694318,14266,13912,49.1805160173378,8.36106950694318,13801.6,13579.75,13847.1111111111,13633.5454545455,13984.25,13733.2857142857,14303.625,13722,2023-04-11,49.1502248259529,8.35003819525345,92.0802802596372,2023-04-04,2023-03-28,2023-04-04,2023-03-28,5.47133807232603,25.6649328801941
"S06 Hördt",8.364548,49.175141,2023-04-11,0,"Germany",2023-04-26,2023,4,2023-04-11,49.1760244409172,8.36556108336377,0.468669842433126,0.071084981293426,-0.392633773453787,-0.071084981293426,0.14226205282699,0.196769890676523,-0.0163822856449911,-0.196769890676523,0.0336829643551403,0.0610247861295603,0.0744688460094558,0.0610247861295603,2023-04-11,49.1760244409172,8.36556108336377,14234,13924,49.1760244409172,8.36556108336377,13730.4,13588.6666666667,13845.8888888889,13638.75,13964.25,13750.8571428571,14282.75,13795.375,2023-04-11,49.1502248259529,8.35003819525345,92.0802802596372,2023-04-04,2023-03-28,2023-04-04,2023-03-28,5.47133807232603,25.6649328801941
